time_s,true_azimuth_deg,gimbal_azimuth_deg,pointing_error_deg,motor_current_A,temperature_C,battery_V
23.04,37.061,39.745,-2.685,0.234,-14.63,12.369
23.09,36.78,39.843,-3.063,0.383,-14.63,12.369
23.14,36.453,39.885,-3.431,0.253,-14.63,12.369
23.19,36.081,39.991,-3.909,0.378,-14.63,12.369
23.24,35.666,40.06,-4.394,0.186,-14.64,12.369
23.29,35.208,40.115,-4.907,0.157,-14.64,12.369
23.34,34.709,40.096,-5.387,0.334,-14.64,12.369
23.39,34.171,40.012,-5.842,0.358,-14.64,12.369
23.44,33.595,39.663,-6.068,1.016,-14.64,12.369
23.49,32.985,39.431,-6.446,0.265,-14.64,12.369
23.54,32.341,39.046,-6.705,0.774,-14.65,12.368
23.59,31.666,38.779,-7.113,0.245,-14.65,12.368
23.64,30.964,38.458,-7.494,0.499,-14.65,12.368
23.69,30.235,38.104,-7.869,0.471,-14.65,12.368
23.74,29.482,37.656,-8.174,0.679,-14.65,12.368
23.79,28.709,37.22,-8.51,0.423,-14.65,12.368
23.84,27.918,36.721,-8.803,0.642,-14.66,12.368
23.89,27.112,36.1,-8.988,0.865,-14.66,12.368
23.94,26.293,35.585,-9.292,0.258,-14.66,12.368
23.99,25.465,34.918,-9.454,0.965,-14.66,12.368
24.04,24.63,34.294,-9.664,0.483,-14.66,12.368
24.09,23.791,33.531,-9.74,1.004,-14.67,12.367
24.14,22.95,32.817,-9.867,0.524,-14.67,12.367
24.19,22.112,32.032,-9.92,0.863,-14.67,12.367
24.24,21.278,31.218,-9.94,0.778,-14.67,12.367
24.29,20.451,30.394,-9.944,0.742,-14.67,12.367
24.34,19.633,29.673,-10.04,0.405,-14.68,12.367
24.39,18.828,28.831,-10.003,1.016,-14.68,12.367
24.44,18.038,28.069,-10.031,0.486,-14.68,12.367
24.49,17.265,27.262,-9.997,0.813,-14.68,12.367
24.54,16.511,26.404,-9.893,0.862,-14.68,12.366
24.59,15.778,25.681,-9.903,0.329,-14.68,12.366
24.64,15.069,24.838,-9.769,1.016,-14.69,12.366
24.69,14.385,24.028,-9.644,0.626,-14.69,12.366
24.74,13.727,23.246,-9.519,0.624,-14.69,12.366
24.79,13.098,22.374,-9.276,0.964,-14.69,12.366
24.84,12.498,21.453,-8.954,0.901,-14.69,12.366
24.89,11.93,20.747,-8.817,0.173,-14.7,12.366
24.94,11.393,20.048,-8.656,0.611,-14.7,12.366
24.99,10.888,19.288,-8.4,0.819,-14.7,12.366
25.04,10.417,18.601,-8.184,0.446,-14.7,12.365
25.09,9.979,17.904,-7.925,0.654,-14.7,12.365
25.14,9.575,17.08,-7.504,1.016,-14.71,12.365
25.19,9.205,16.406,-7.201,0.255,-14.71,12.365
25.24,8.869,15.73,-6.861,0.622,-14.71,12.365
25.29,8.566,15.028,-6.463,0.69,-14.71,12.365
25.34,8.295,14.345,-6.05,0.576,-14.71,12.365
25.39,8.057,13.784,-5.727,0.245,-14.72,12.365
25.44,7.85,13.319,-5.469,0.24,-14.72,12.365
25.49,7.673,12.723,-5.05,0.865,-14.72,12.365
25.54,7.525,12.159,-4.634,0.463,-14.72,12.365
25.59,7.404,11.603,-4.199,0.509,-14.73,12.364
25.64,7.309,11.111,-3.802,0.337,-14.73,12.364
25.69,7.239,10.637,-3.399,0.431,-14.73,12.364
25.74,7.19,10.148,-2.958,0.521,-14.73,12.364
25.79,7.162,9.776,-2.614,0.176,-14.73,12.364
25.84,7.153,9.325,-2.172,0.647,-14.74,12.364
25.89,7.159,9.029,-1.87,0.316,-14.74,12.364
25.94,7.179,8.715,-1.535,0.407,-14.74,12.364
25.99,7.211,8.362,-1.152,0.479,-14.74,12.364
26.04,7.251,8.076,-0.825,0.188,-14.74,12.364
26.09,7.298,7.779,-0.481,0.379,-14.75,12.364
26.14,7.349,7.59,-0.241,0.278,-14.75,12.364
26.19,7.401,7.417,-0.016,0.23,-14.75,12.363
26.24,7.452,7.284,0.168,0.157,-14.75,12.363
26.29,7.5,7.114,0.386,0.353,-14.75,12.363
26.34,7.54,6.952,0.588,0.24,-14.76,12.363
26.39,7.572,6.842,0.73,0.197,-14.76,12.363
26.44,7.593,6.956,0.636,0.761,-14.76,12.363
26.49,7.599,6.954,0.645,0.425,-14.76,12.363
26.54,7.589,6.971,0.618,0.208,-14.77,12.363
26.59,7.56,6.833,0.726,0.608,-14.77,12.363
26.64,7.509,6.83,0.68,0.462,-14.77,12.363
26.69,7.436,6.814,0.622,0.189,-14.77,12.363
26.74,7.338,6.715,0.623,0.419,-14.77,12.363
26.79,7.212,6.569,0.643,0.363,-14.78,12.362
26.84,7.057,6.516,0.541,0.329,-14.78,12.362
26.89,6.872,6.337,0.535,0.578,-14.78,12.362
26.94,6.654,6.274,0.38,0.378,-14.78,12.362
26.99,6.403,6.188,0.216,0.27,-14.79,12.362
27.05,6.118,5.995,0.123,0.54,-14.79,12.362
27.1,5.796,5.806,-0.01,0.279,-14.79,12.362
27.15,5.438,5.572,-0.134,0.428,-14.79,12.362
27.2,5.043,5.319,-0.276,0.376,-14.8,12.362
27.25,4.61,5.166,-0.556,0.27,-14.8,12.362
27.3,4.139,4.965,-0.827,0.412,-14.8,12.362
27.35,3.63,4.691,-1.062,0.524,-14.8,12.362
27.4,3.083,4.474,-1.392,0.177,-14.8,12.361
27.45,2.498,4.201,-1.703,0.485,-14.81,12.361
27.5,1.876,3.954,-2.078,0.269,-14.81,12.361
27.55,1.218,3.618,-2.4,0.609,-14.81,12.361
27.6,0.524,3.281,-2.758,0.399,-14.81,12.361
27.65,-0.205,2.912,-3.117,0.498,-14.82,12.361
27.7,-0.967,2.619,-3.586,0.187,-14.82,12.361
27.75,-1.761,2.166,-3.927,0.859,-14.82,12.361
27.8,-2.585,1.664,-4.249,0.63,-14.82,12.361
27.85,-3.438,1.139,-4.577,0.588,-14.83,12.361
27.9,-4.318,0.576,-4.895,0.645,-14.83,12.361
27.95,-5.223,0.024,-5.247,0.529,-14.83,12.36
28.0,-6.15,-0.556,-5.594,0.639,-14.83,12.36
28.05,-7.097,-1.131,-5.966,0.558,-14.83,12.36
28.1,-8.062,-1.778,-6.284,0.79,-14.84,12.36
28.15,-9.043,-2.527,-6.516,0.931,-14.84,12.36
28.2,-10.036,-3.288,-6.748,0.729,-14.84,12.36
28.25,-11.04,-4.044,-6.996,0.687,-14.84,12.36
28.3,-12.051,-4.753,-7.297,0.555,-14.85,12.36
28.35,-13.066,-5.577,-7.489,1.016,-14.85,12.36
28.4,-14.083,-6.402,-7.681,0.75,-14.85,12.36
28.45,-15.098,-7.217,-7.881,0.717,-14.85,12.359
28.5,-16.11,-8.115,-7.995,0.996,-14.86,12.359
28.55,-17.115,-8.965,-8.15,0.651,-14.86,12.359
28.6,-18.109,-9.897,-8.212,1.016,-14.86,12.359
28.65,-19.091,-10.861,-8.231,0.921,-14.86,12.359
28.7,-20.058,-11.797,-8.26,0.764,-14.87,12.359
28.75,-21.006,-12.67,-8.336,0.631,-14.87,12.359
28.8,-21.933,-13.593,-8.339,0.938,-14.87,12.359
28.85,-22.836,-14.564,-8.272,0.964,-14.87,12.359
28.9,-23.713,-15.558,-8.156,0.919,-14.88,12.358
28.95,-24.562,-16.538,-8.024,0.828,-14.88,12.358
29.0,-25.38,-17.499,-7.88,0.801,-14.88,12.358
29.05,-26.164,-18.517,-7.647,1.016,-14.88,12.358
29.1,-26.914,-19.538,-7.376,0.895,-14.89,12.358
29.15,-27.626,-20.601,-7.025,1.016,-14.89,12.358
29.2,-28.3,-21.601,-6.699,0.721,-14.89,12.358
29.25,-28.933,-22.629,-6.304,0.958,-14.89,12.358
29.3,-29.524,-23.537,-5.987,0.524,-14.89,12.358
29.35,-30.072,-24.444,-5.628,0.804,-14.9,12.357
29.4,-30.576,-25.41,-5.166,0.988,-14.9,12.357
29.45,-31.035,-26.263,-4.771,0.501,-14.9,12.357
29.5,-31.448,-27.136,-4.311,0.829,-14.9,12.357
29.55,-31.815,-27.882,-3.933,0.392,-14.91,12.357
29.6,-32.135,-28.734,-3.401,1.016,-14.91,12.357
29.65,-32.408,-29.488,-2.92,0.468,-14.91,12.357
29.7,-32.635,-30.246,-2.389,0.709,-14.91,12.357
29.75,-32.815,-30.905,-1.91,0.397,-14.92,12.357
29.8,-32.95,-31.537,-1.413,0.548,-14.92,12.357
29.85,-33.039,-32.098,-0.941,0.391,-14.92,12.356
29.9,-33.084,-32.607,-0.478,0.401,-14.92,12.356
29.95,-33.086,-33.152,0.066,0.635,-14.93,12.356
30.0,-33.045,-33.606,0.561,0.269,-14.93,12.356
